Age,Salary,Department,Region,Remote_Work,Performance_Score_Ordinal,Tenure_Years,Join_Year,Join_Month,Join_Quarter,Age_Was_Missing,Salary_Was_Missing,Attrition_Flag
35.0,107475.23,Cloud Tech,Florida,False,2,0.7967145790554415,2024,3,1,False,False,0
40.0,68835.3,HR,California,True,3,1.7796030116358659,2023,3,1,False,False,0
40.0,66943.96,DevOps,New York,True,1,0.8706365503080082,2024,2,1,False,False,0
30.0,104525.69,Admin,Illinois,False,4,4.120465434633813,2020,11,4,False,False,1
40.0,109360.74,Sales,Texas,True,2,4.758384668035592,2020,3,1,False,False,0
40.0,118907.63,Sales,California,False,1,3.969883641341547,2021,1,1,False,False,1
40.0,86801.48,Admin,Illinois,False,3,4.692676249144422,2020,4,2,False,False,0
30.0,62236.03,HR,Florida,True,4,0.6433949349760438,2024,5,2,True,False,0
35.0,64752.67,DevOps,Texas,False,1,1.215605749486653,2023,10,4,False,False,0
35.0,68399.43,Sales,California,False,4,1.919233401779603,2023,1,1,False,False,0
35.0,79336.51,Admin,Florida,False,4,3.813826146475017,2021,3,1,False,False,1
40.0,59179.74,HR,Florida,False,4,1.7905544147843941,2023,3,1,False,False,0
25.0,80255.31,DevOps,California,False,2,1.8809034907597535,2023,2,1,False,False,0
30.0,84971.85,Finance,Texas,False,2,2.631074606433949,2022,5,2,False,False,0
40.0,89748.42,HR,California,False,3,0.1806981519507187,2024,10,4,False,False,0
25.0,94090.35,Admin,California,False,3,0.29021218343600275,2024,9,3,False,False,1
35.0,115229.12,HR,California,True,1,1.8699520876112252,2023,2,1,False,False,0
40.0,63927.07,Cloud Tech,California,True,3,1.5989048596851472,2023,5,2,False,False,0
35.0,84124.56,HR,California,False,4,2.132785763175907,2022,11,4,False,False,0
40.0,116961.61,Sales,California,True,4,1.4537987679671458,2023,7,3,False,False,1
40.0,109423.05,DevOps,Illinois,False,2,2.726899383983573,2022,4,2,False,False,0
35.0,70394.94,Admin,California,False,4,1.3333333333333333,2023,8,3,False,False,1
35.0,86465.5,Finance,California,True,1,1.702943189596167,2023,4,2,False,False,0
30.0,96341.58,Cloud Tech,New York,False,4,3.679671457905544,2021,4,2,False,False,0
30.0,54465.47,Admin,Florida,False,4,4.459958932238193,2020,7,3,False,False,0
25.0,68371.66,Finance,Illinois,False,1,4.413415468856948,2020,7,3,False,False,0
35.0,81021.23,Admin,New York,False,3,3.403148528405202,2021,8,3,False,False,0
25.0,114069.07,Cloud Tech,Nevada,True,3,0.1697467488021903,2024,10,4,False,False,1
30.0,117867.96,HR,Illinois,False,1,4.238193018480493,2020,10,4,True,False,1
30.0,94509.58,Sales,Florida,False,2,0.7967145790554415,2024,3,1,True,False,0
35.0,56268.78,Finance,Illinois,False,4,0.48186173853524983,2024,7,3,False,False,0
35.0,86632.14,Admin,California,True,1,4.993839835728953,2020,1,1,False,False,0
35.0,98143.9,HR,Florida,False,4,4.947296372347707,2020,1,1,False,False,0
35.0,86618.37,Cloud Tech,Florida,True,2,1.648186173853525,2023,5,2,False,True,1
30.0,67492.73,Finance,Illinois,True,4,2.7816563997262147,2022,3,1,False,False,1
40.0,93772.61,Admin,California,False,1,2.628336755646817,2022,5,2,False,False,0
35.0,68817.54,DevOps,Nevada,False,4,0.459958932238193,2024,7,3,False,False,0
30.0,81874.01,Admin,California,True,3,1.4236824093086926,2023,7,3,False,False,0
30.0,117880.14,HR,Texas,False,2,4.717316906228611,2020,4,2,False,False,0
35.0,100897.49,HR,New York,True,2,2.537987679671458,2022,6,2,False,False,0
25.0,71810.37,Finance,New York,True,2,2.639288158795346,2022,5,2,False,False,1
40.0,109048.24,DevOps,Texas,False,1,4.544832306639288,2020,6,2,False,False,1
35.0,62712.26,Finance,Texas,False,2,2.3600273785078714,2022,8,3,False,False,0
40.0,76935.85,Cloud Tech,Texas,True,3,3.600273785078713,2021,5,2,False,False,0
25.0,56577.22,Admin,Florida,True,1,0.6735112936344969,2024,4,2,False,False,0
40.0,61102.8,Finance,Nevada,True,3,3.184120465434634,2021,10,4,False,False,1
35.0,75229.87,Finance,Nevada,True,4,3.8822724161533197,2021,2,1,False,False,1
25.0,51054.74,Admin,Nevada,False,4,3.1759069130732374,2021,10,4,False,False,1
40.0,104843.27,Admin,Texas,False,4,1.7357973990417521,2023,4,2,False,False,0
35.0,56398.11,Cloud Tech,New York,False,4,2.193018480492813,2022,10,4,False,False,0
25.0,87544.73,HR,Nevada,False,3,1.0622861054072552,2023,12,4,False,False,0
30.0,74312.24,HR,Illinois,False,1,0.7529089664613279,2024,3,1,False,False,0
25.0,59431.25,DevOps,Florida,True,1,0.9336071184120466,2024,1,1,False,False,1
40.0,84306.44,Sales,California,False,2,1.0869267624914443,2023,11,4,False,False,0
35.0,108194.47,DevOps,Florida,False,3,0.13141683778234087,2024,11,4,False,False,1
25.0,107359.3,Sales,New York,False,4,3.3374401095140316,2021,8,3,False,False,1
25.0,85837.98000000001,DevOps,Illinois,False,3,0.8815879534565366,2024,2,1,False,True,1
30.0,96080.26,Admin,California,False,2,4.640657084188912,2020,5,2,True,False,0
30.0,88602.75,Sales,Nevada,True,2,0.7008898015058179,2024,4,2,False,False,1
40.0,86624.04,DevOps,California,True,3,4.454483230663929,2020,7,3,False,False,0
30.0,63413.16,Cloud Tech,New York,True,3,2.272416153319644,2022,9,3,False,False,0
40.0,67915.7,Sales,Illinois,False,3,1.6865160848733745,2023,4,2,False,False,0
25.0,108245.44,Admin,Nevada,True,1,0.0054757015742642025,2024,12,4,False,False,1
35.0,75834.81,Sales,Nevada,True,4,0.3860369609856263,2024,8,3,False,False,1
30.0,71273.32,Cloud Tech,Nevada,False,3,0.31759069130732376,2024,9,3,True,False,0
25.0,63262.23,DevOps,New York,False,3,2.833675564681725,2022,2,1,False,False,0
32.5,89069.91,DevOps,New York,False,3,0.7939767282683093,2024,3,1,True,False,0
40.0,57287.17,DevOps,Nevada,True,2,0.04380561259411362,2024,12,4,False,False,1
30.0,119890.35,HR,Nevada,True,2,2.001368925393566,2022,12,4,True,False,0
35.0,103492.91,Sales,California,False,1,2.6830937713894594,2022,4,2,False,False,1
30.0,76254.42,Admin,Illinois,False,4,3.7946611909650922,2021,3,1,True,False,0
35.0,100841.93,Finance,Florida,True,1,4.993839835728953,2020,1,1,False,False,1
30.0,118907.61,Admin,California,True,4,3.3100616016427105,2021,9,3,True,False,0
25.0,88942.62,DevOps,California,False,2,2.127310061601643,2022,11,4,False,False,0
25.0,59688.57,Cloud Tech,Florida,False,2,4.120465434633813,2020,11,4,False,False,1
30.0,77985.88,HR,California,True,2,1.7960301163586585,2023,3,1,False,False,0
35.0,112931.69,Finance,New York,False,1,0.36413415468856947,2024,8,3,False,False,1
32.5,106583.88,DevOps,California,True,3,0.8980150581793293,2024,2,1,True,False,0
35.0,58437.84,HR,Florida,True,3,0.12867898699520877,2024,11,4,False,False,1
40.0,72352.16,Cloud Tech,California,True,2,4.763860369609857,2020,3,1,False,False,0
32.5,97154.47,DevOps,New York,True,3,4.7118412046543465,2020,4,2,True,False,0
30.0,80235.5,Sales,Illinois,False,3,3.7508555783709787,2021,3,1,True,False,0
30.0,102172.05,HR,Texas,False,1,1.7905544147843941,2023,3,1,False,False,1
25.0,98850.94,Finance,Illinois,True,4,0.6570841889117043,2024,5,2,False,False,1
30.0,89993.15,Admin,Florida,True,2,1.3388090349075976,2023,8,3,True,False,1
30.0,97931.66,Cloud Tech,California,True,2,3.1813826146475015,2021,10,4,False,False,1
40.0,72451.69,Finance,California,True,1,3.9260780287474333,2021,1,1,False,False,1
35.0,119311.14,Admin,California,True,1,0.3887748117727584,2024,8,3,False,False,0
40.0,76167.46,Cloud Tech,New York,False,3,1.1526351813826146,2023,11,4,False,False,0
25.0,114871.08,DevOps,Texas,False,2,1.514031485284052,2023,6,2,False,False,0
25.0,81504.31,HR,Nevada,False,4,3.2854209445585214,2021,9,3,False,False,0
30.0,102524.86,Admin,New York,False,1,2.0616016427104724,2022,12,4,True,False,0
25.0,53043.74,Finance,Illinois,True,4,2.0424366872005475,2022,12,4,False,False,0
30.0,82547.26,DevOps,Illinois,True,4,4.698151950718686,2020,4,2,False,False,1
40.0,113900.81,DevOps,California,True,2,0.216290212183436,2024,10,4,False,False,0
25.0,118585.5,HR,Nevada,True,2,3.698836413415469,2021,4,2,False,False,1
35.0,63049.22,Finance,Illinois,True,1,4.501026694045175,2020,6,2,False,False,0
32.5,114558.91,DevOps,Texas,False,2,3.6084873374401094,2021,5,2,True,False,0
40.0,97901.79,DevOps,New York,True,2,3.049965776865161,2021,12,4,False,False,0
30.0,68037.56,Sales,California,False,2,1.486652977412731,2023,7,3,False,False,0
30.0,112802.27,HR,New York,False,4,3.080082135523614,2021,11,4,True,False,0
40.0,93786.72,Sales,Nevada,False,1,0.10130047912388775,2024,11,4,False,False,0
30.0,73049.93,Admin,Florida,False,3,1.6016427104722792,2023,5,2,True,False,1
30.0,64161.72,Sales,Illinois,True,4,0.5092402464065708,2024,6,2,False,False,0
40.0,72224.73,Admin,Nevada,False,2,4.1095140314852845,2020,11,4,False,False,0
30.0,103580.45,HR,New York,False,4,4.829568788501026,2020,3,1,False,False,0
40.0,112589.11,HR,Florida,False,2,0.3887748117727584,2024,8,3,False,False,0
30.0,51833.88,Admin,Texas,True,2,3.9589322381930185,2021,1,1,False,False,0
30.0,66252.78,Sales,Illinois,True,4,1.6509240246406571,2023,5,2,True,False,0
25.0,109229.68,DevOps,Florida,True,1,2.1793292265571527,2022,10,4,False,False,0
30.0,61465.05,Finance,Florida,False,2,4.224503764544832,2020,10,4,False,False,1
25.0,96993.74,HR,Florida,False,1,0.8323066392881588,2024,2,1,False,False,0
25.0,98150.39,Admin,Florida,True,3,2.2477754962354553,2022,9,3,False,False,0
40.0,107703.0,Finance,Texas,False,2,0.8733744010951403,2024,2,1,False,False,0
32.5,86766.14,DevOps,Illinois,True,1,1.9876796714579055,2023,1,1,True,False,0
30.0,111443.69,Cloud Tech,Florida,True,1,0.3586584531143053,2024,8,3,True,False,1
30.0,89039.07,Sales,Florida,False,3,4.774811772758385,2020,3,1,True,False,0
30.0,71318.79,HR,Florida,False,1,0.03559206023271732,2024,12,4,False,False,1
30.0,98296.71,Finance,California,False,1,4.689938398357289,2020,4,2,False,False,0
40.0,62584.0,Cloud Tech,Nevada,False,3,4.361396303901437,2020,8,3,False,False,0
40.0,62521.5,Finance,California,True,2,4.854209445585216,2020,2,1,False,False,1
40.0,95400.35,Cloud Tech,California,True,1,1.1170431211498972,2023,11,4,False,False,1
25.0,94385.07,Cloud Tech,Texas,True,1,2.4750171115674195,2022,7,3,False,False,0
30.0,76642.49,Sales,New York,True,1,1.9082819986310746,2023,2,1,True,False,1
32.5,60122.52,DevOps,New York,True,4,0.12320328542094455,2024,11,4,True,False,0
40.0,117267.63,HR,California,False,3,0.6844626967830253,2024,4,2,False,False,0
25.0,87358.27,Admin,New York,True,4,1.5030800821355237,2023,6,2,False,True,0
40.0,84542.68,Sales,Texas,True,3,0.04654346338124572,2024,12,4,False,False,0
40.0,92007.15,Finance,Florida,True,2,1.623545516769336,2023,5,2,False,False,0
32.5,62938.8,DevOps,Illinois,False,2,4.720054757015743,2020,4,2,True,False,0
25.0,108661.01,Admin,Texas,False,1,1.754962354551677,2023,3,1,False,False,0
25.0,97046.33,Cloud Tech,Florida,False,3,4.090349075975359,2020,11,4,False,False,0
40.0,56518.84,DevOps,Illinois,False,2,4.7939767282683095,2020,3,1,False,False,1
40.0,70498.29,Cloud Tech,Florida,True,3,4.632443531827516,2020,5,2,False,False,0
35.0,98708.06,Sales,Florida,True,2,3.8193018480492813,2021,3,1,False,False,0
32.5,83856.41,DevOps,Nevada,False,4,4.503764544832307,2020,6,2,True,False,0
40.0,90259.99,Sales,California,False,2,2.0479123887748116,2022,12,4,False,False,1
30.0,94230.03,Sales,Florida,True,4,0.9062286105407256,2024,2,1,True,False,0
30.0,50110.66,Admin,Nevada,True,2,3.909650924024641,2021,1,1,True,False,1
30.0,73365.46,Sales,Florida,False,1,4.739219712525667,2020,4,2,False,False,1
25.0,67809.23,DevOps,New York,False,4,3.4168377823408624,2021,7,3,False,False,0
30.0,98008.51,Sales,California,False,2,4.355920602327173,2020,8,3,True,False,0
30.0,83537.58,Admin,California,False,1,1.2238193018480492,2023,10,4,False,False,1
30.0,112444.08,Finance,New York,True,4,2.412046543463381,2022,8,3,False,False,0
40.0,86475.13,Finance,Nevada,True,1,0.31211498973305957,2024,9,3,False,False,0
30.0,97984.53,Sales,Texas,True,3,1.757700205338809,2023,3,1,True,False,0
25.0,118853.31,Admin,California,False,3,3.0937713894592744,2021,11,4,False,False,0
30.0,58179.12,Sales,Florida,False,4,1.6591375770020533,2023,5,2,True,False,0
35.0,56075.84,DevOps,Texas,True,2,2.674880219028063,2022,4,2,False,False,1
40.0,62250.89,HR,New York,True,4,3.299110198494182,2021,9,3,False,False,0
30.0,105931.77,Cloud Tech,Florida,True,1,4.854209445585216,2020,2,1,False,False,0
30.0,86653.96,HR,Florida,True,2,0.09582477754962354,2024,11,4,False,False,0
25.0,100719.94,Sales,Nevada,False,3,3.8439425051334704,2021,2,1,False,False,0
25.0,91600.13,HR,Texas,True,2,0.24093086926762491,2024,10,4,False,False,0
25.0,71873.66,Cloud Tech,Illinois,True,3,0.8158795345653662,2024,3,1,False,False,0
30.0,69365.47,HR,New York,True,2,3.3894592744695413,2021,8,3,False,False,0
25.0,58012.23,HR,New York,True,2,3.460643394934976,2021,7,3,False,False,0
30.0,68973.65,Sales,California,True,2,3.2087611225188226,2021,10,4,False,False,0
30.0,92928.4,Admin,New York,True,1,3.249828884325804,2021,9,3,True,False,0
25.0,53531.92,Admin,Texas,True,1,1.2073921971252566,2023,10,4,False,False,1
40.0,112389.31,Finance,New York,False,4,1.6536618754277892,2023,5,2,False,False,0
30.0,63870.3,HR,California,False,4,0.4106776180698152,2024,8,3,True,False,1
40.0,106164.53,Sales,New York,False,3,0.4380561259411362,2024,7,3,False,False,0
40.0,103654.54,HR,Nevada,False,1,1.0130047912388775,2023,12,4,False,False,0
30.0,62834.72,Sales,California,True,3,2.7980835044490076,2022,3,1,False,False,1
35.0,83273.41,Finance,Florida,False,4,4.629705681040384,2020,5,2,False,False,0
30.0,58917.58,HR,California,False,3,1.7741273100616017,2023,3,1,False,False,0
35.0,71148.27,Sales,Nevada,True,4,0.5530458590006845,2024,6,2,False,False,0
30.0,118172.42,Sales,New York,True,1,4.1040383299110195,2020,11,4,False,False,0
30.0,118614.37,DevOps,Illinois,False,2,0.5968514715947981,2024,5,2,False,False,1
32.5,96872.36,DevOps,New York,False,1,1.2785763175906912,2023,9,3,True,False,0
25.0,88856.14,Sales,Illinois,True,3,3.1704312114989732,2021,10,4,False,False,1
35.0,97985.61,Finance,Texas,False,3,4.386036960985626,2020,8,3,False,False,0
35.0,56337.31,Finance,Nevada,True,1,4.65160848733744,2020,5,2,False,False,0
30.0,70405.23,DevOps,New York,True,1,2.0150581793292264,2022,12,4,False,False,1
30.0,89919.35,Admin,Nevada,True,4,3.3155373032169746,2021,9,3,False,False,1
40.0,50568.35,DevOps,California,True,3,1.727583846680356,2023,4,2,False,False,0
30.0,85518.88,HR,Texas,False,3,1.9164955509924708,2023,1,1,False,True,1
25.0,99155.53,HR,Texas,True,1,2.5735797399041753,2022,6,2,False,False,0
40.0,64785.13,Finance,Florida,True,2,1.9383983572895278,2023,1,1,False,False,1
30.0,79206.48,Sales,Florida,False,3,0.28473648186173856,2024,9,3,False,False,1
30.0,60079.71,Cloud Tech,Texas,True,2,4.906228610540725,2020,2,1,False,False,0
30.0,79109.88,Cloud Tech,New York,False,1,0.47638603696098564,2024,7,3,False,False,0
30.0,88643.5,Admin,Florida,False,1,2.617385352498289,2022,5,2,True,False,0
30.0,90455.7,Admin,Florida,False,4,4.952772073921971,2020,1,1,False,False,0
30.0,75687.9,HR,Florida,True,3,1.7631759069130732,2023,3,1,True,False,0
35.0,55604.42,Cloud Tech,Illinois,False,2,1.1225188227241616,2023,11,4,False,False,1
40.0,92704.94,Sales,Texas,False,4,0.0054757015742642025,2024,12,4,False,False,0
30.0,113250.97,Sales,California,True,3,4.698151950718686,2020,4,2,True,False,0
40.0,101367.02,Finance,Illinois,False,4,1.7768651608487338,2023,3,1,False,False,1
35.0,102459.77,Admin,Texas,False,1,1.6454483230663928,2023,5,2,False,False,0
25.0,90100.2,DevOps,Florida,False,3,4.046543463381246,2020,12,4,False,False,0
30.0,58877.49,Cloud Tech,California,False,4,4.5338809034907595,2020,6,2,True,False,1
35.0,87358.27,Admin,Illinois,False,4,3.4524298425735798,2021,7,3,False,True,1
30.0,96140.89,Admin,Illinois,True,2,4.147843942505133,2020,11,4,True,False,0
35.0,105956.04,DevOps,New York,False,4,3.980835044490075,2021,1,1,False,False,1
25.0,84716.38,Admin,Illinois,False,3,0.29842573579739906,2024,9,3,False,False,0
30.0,61709.83,DevOps,Florida,True,3,1.4209445585215605,2023,7,3,False,False,0
25.0,61732.03,DevOps,California,True,2,4.700889801505818,2020,4,2,False,False,0
40.0,97845.7,DevOps,Illinois,True,3,2.86652977412731,2022,2,1,False,False,0
30.0,114905.58,Sales,Florida,False,1,3.375770020533881,2021,8,3,False,False,0
32.5,94619.69,DevOps,Texas,True,3,2.0150581793292264,2022,12,4,True,False,0
32.5,68696.15,DevOps,California,False,3,3.479808350444901,2021,7,3,True,False,1
40.0,97032.29,DevOps,Nevada,False,4,0.8788501026694046,2024,2,1,False,False,0
30.0,50593.33,HR,Illinois,True,4,1.2238193018480492,2023,10,4,False,False,0
25.0,74606.15,Sales,Texas,True,3,2.4941820670773445,2022,7,3,False,False,0
30.0,53981.73,Cloud Tech,Texas,False,2,4.479123887748118,2020,7,3,False,False,0
32.5,56047.05,DevOps,Texas,True,4,4.323066392881588,2020,9,3,True,False,0
30.0,67733.5,Admin,Texas,False,2,3.9616700889801506,2021,1,1,True,False,0
40.0,103891.64,HR,Florida,True,3,1.2511978097193703,2023,9,3,False,False,0
25.0,73285.83,HR,Texas,True,3,2.817248459958932,2022,3,1,False,False,1
30.0,92721.13,Finance,Texas,True,1,3.871321013004791,2021,2,1,False,False,1
25.0,92977.64,Admin,Illinois,False,4,3.7700205338809036,2021,3,1,False,False,1
35.0,89994.12,Cloud Tech,Texas,True,3,4.59958932238193,2020,5,2,False,False,0
25.0,50060.73,Finance,New York,False,1,1.404517453798768,2023,8,3,False,False,0
35.0,90224.82,Admin,Nevada,False,4,2.8008213552361396,2022,3,1,False,False,1
40.0,106859.3,Finance,Florida,False,3,0.6160164271047228,2024,5,2,False,False,0
25.0,89707.07,Finance,Nevada,False,3,4.314852840520191,2020,9,3,False,False,1
35.0,94259.08,DevOps,California,True,4,4.684462696783025,2020,4,2,False,False,1
35.0,82174.75,Sales,California,False,4,0.2792607802874743,2024,9,3,False,False,0
30.0,63370.22,Sales,Texas,False,4,1.2895277207392197,2023,9,3,False,False,1
35.0,101472.69,Finance,Texas,True,3,2.54072553045859,2022,6,2,False,False,0
25.0,77213.73,DevOps,Illinois,False,3,2.2532511978097194,2022,9,3,False,False,0
40.0,73749.96,Sales,Florida,True,1,4.788501026694045,2020,3,1,False,False,0
40.0,86618.37,Cloud Tech,New York,False,2,1.2539356605065024,2023,9,3,False,False,0
30.0,59911.33,Admin,Texas,True,4,0.8706365503080082,2024,2,1,True,False,0
30.0,59137.64,Cloud Tech,New York,False,3,1.3579739904175223,2023,8,3,True,False,0
35.0,108474.65,Cloud Tech,Florida,True,3,4.03832991101985,2020,12,4,False,False,0
25.0,54417.71,Finance,Illinois,False,4,3.759069130732375,2021,3,1,False,False,0
40.0,88211.94,HR,Texas,False,2,1.7659137577002053,2023,3,1,False,False,0
25.0,58452.18,Sales,New York,True,4,4.640657084188912,2020,5,2,False,False,1
30.0,80706.28,DevOps,California,True,2,4.071184120465435,2020,12,4,False,False,0
30.0,86618.37,Cloud Tech,Nevada,True,3,2.8856947296372346,2022,2,1,False,True,0
25.0,99471.89,Cloud Tech,Texas,True,2,4.4955509924709105,2020,7,3,False,False,0
40.0,64431.22,DevOps,Florida,False,1,4.284736481861739,2020,9,3,False,False,0
40.0,52633.48,Admin,New York,False,3,1.1170431211498972,2023,11,4,False,False,0
30.0,79315.01,Cloud Tech,Nevada,True,1,3.0444900752908968,2021,12,4,True,False,1
25.0,110391.17,Sales,Texas,False,4,2.965092402464066,2022,1,1,False,False,0
40.0,53714.83,DevOps,Nevada,True,4,3.4442162902121836,2021,7,3,False,False,0
40.0,114587.11,Finance,New York,True,4,1.2375085557837098,2023,10,4,False,False,0
35.0,93177.35,Admin,Florida,False,2,3.1211498973305956,2021,11,4,False,False,1
25.0,62312.13,Cloud Tech,Nevada,False,3,1.9822039698836413,2023,1,1,False,False,0
30.0,81137.46,Cloud Tech,Texas,False,4,0.9500342231348392,2024,1,1,True,False,0
30.0,104528.27,DevOps,Nevada,False,4,3.704312114989733,2021,4,2,False,False,1
30.0,112395.56,DevOps,Florida,False,3,2.8884325804243667,2022,2,1,False,False,0
25.0,81849.36,Finance,New York,False,4,1.5770020533880904,2023,6,2,False,False,0
40.0,118288.91,DevOps,New York,False,1,2.9842573579739904,2022,1,1,False,False,0
25.0,59555.1,DevOps,Illinois,True,3,3.4223134839151266,2021,7,3,False,False,0
40.0,70661.31,Admin,California,True,3,0.024640657084188913,2024,12,4,False,False,0
30.0,109988.16,Sales,New York,True,3,2.6858316221765914,2022,4,2,True,False,0
35.0,101101.24,Finance,Florida,True,1,4.914442162902122,2020,1,1,True,False,1
30.0,112427.58,HR,Florida,True,3,3.7481177275838466,2021,3,1,False,False,0
30.0,119389.15,Cloud Tech,Florida,False,1,4.769336071184121,2020,3,1,True,False,0
40.0,105861.23,Sales,Florida,True,3,0.4544832306639288,2024,7,3,False,False,1
40.0,50869.61,Admin,Texas,True,2,0.7720739219712526,2024,3,1,False,False,0
30.0,85518.88,HR,California,True,4,1.3634496919917864,2023,8,3,False,True,0
30.0,90856.21,DevOps,Florida,True,2,0.8049281314168378,2024,3,1,False,False,0
30.0,111008.63,DevOps,Florida,True,4,0.5667351129363449,2024,6,2,False,False,0
25.0,52289.99,Finance,Nevada,True,1,2.0177960301163584,2022,12,4,False,False,1
30.0,97926.56,Sales,Illinois,True,2,0.5776865160848734,2024,6,2,True,False,0
25.0,53609.38,Sales,Nevada,False,3,0.01642710472279261,2024,12,4,False,False,1
30.0,95372.09,Cloud Tech,California,False,4,4.01368925393566,2020,12,4,True,False,1
30.0,95432.69,HR,New York,True,4,4.358658453114305,2020,8,3,False,False,0
30.0,97615.87,HR,California,False,2,2.1711156741957565,2022,10,4,False,False,1
35.0,86867.78,HR,Florida,False,1,2.184804928131417,2022,10,4,False,False,1
40.0,106615.71,Sales,California,False,2,1.108829568788501,2023,11,4,False,False,0
30.0,112856.21,Finance,Texas,False,1,2.8035592060232717,2022,3,1,False,False,0
25.0,60356.78,Admin,California,True,1,1.0869267624914443,2023,11,4,False,False,0
32.5,117870.22,DevOps,Texas,False,4,2.6584531143052703,2022,5,2,True,False,1
40.0,95127.91,HR,Florida,False,2,0.8596851471594799,2024,2,1,False,False,1
25.0,78818.42,Admin,Illinois,False,2,3.1129363449691994,2021,11,4,False,False,0
40.0,108933.55,Sales,Nevada,True,1,2.023271731690623,2022,12,4,False,False,0
30.0,68200.52,Admin,California,True,2,0.5694729637234771,2024,6,2,True,False,0
25.0,116934.97,Admin,California,True,3,2.439425051334702,2022,7,3,False,False,1
30.0,99567.78,HR,New York,True,3,0.29021218343600275,2024,9,3,True,False,0
30.0,90216.76,Admin,Texas,True,2,3.2197125256673513,2021,10,4,False,False,0
30.0,96588.73,Admin,Illinois,True,2,4.799452429842574,2020,3,1,False,False,0
35.0,71109.18,Finance,Illinois,True,1,2.004106776180698,2022,12,4,False,False,0
40.0,50300.6,Admin,Florida,False,3,4.120465434633813,2020,11,4,False,False,1
35.0,60295.84,Finance,California,False,3,1.2566735112936345,2023,9,3,False,False,0
35.0,113012.21,DevOps,Texas,False,4,2.3107460643394937,2022,9,3,False,False,0
35.0,65425.54,Cloud Tech,Florida,True,1,0.2792607802874743,2024,9,3,False,False,0
25.0,86850.37,Sales,Nevada,True,4,1.7248459958932238,2023,4,2,False,False,0
30.0,81182.07,Cloud Tech,Texas,True,3,0.2327173169062286,2024,10,4,False,False,0
35.0,92222.03,Finance,New York,True,1,3.2142368240930868,2021,10,4,True,False,1
35.0,79934.83,Finance,New York,True,2,0.2080766598220397,2024,10,4,False,False,0
35.0,111201.12,HR,California,False,1,2.4969199178644765,2022,7,3,False,False,1
40.0,100960.05,Finance,California,False,2,0.47638603696098564,2024,7,3,False,False,0
30.0,64544.87,Sales,Illinois,True,2,4.188911704312115,2020,10,4,False,False,0
25.0,78662.24,Sales,Florida,True,1,4.958247775496235,2020,1,1,False,False,0
30.0,102867.06,Sales,Florida,True,2,1.809719370294319,2023,3,1,False,False,0
40.0,107595.95,HR,Illinois,True,4,4.758384668035592,2020,3,1,False,False,1
40.0,86850.37,Sales,Nevada,False,3,3.7371663244353184,2021,4,2,False,True,1
35.0,95766.91,DevOps,Nevada,True,2,4.298425735797399,2020,9,3,False,False,1
30.0,51990.98,Finance,Nevada,True,4,3.62217659137577,2021,5,2,False,False,0
25.0,83634.01,Sales,Nevada,True,2,1.7357973990417521,2023,4,2,False,False,1
40.0,85837.98000000001,DevOps,Texas,True,3,2.1218343600273784,2022,11,4,False,True,1
30.0,82273.08,Sales,Texas,False,4,3.2032854209445585,2021,10,4,False,False,0
30.0,94537.3,Cloud Tech,California,True,3,2.642026009582478,2022,5,2,False,False,1
35.0,85970.65,HR,Illinois,True,3,4.563997262149213,2020,6,2,False,False,0
25.0,111071.02,Sales,New York,False,4,3.186858316221766,2021,10,4,False,False,0
35.0,56708.34,DevOps,Nevada,False,4,2.9623545516769334,2022,1,1,False,False,0
25.0,104516.55,Admin,Illinois,False,4,2.9048596851471595,2022,2,1,False,False,1
25.0,108210.15,Admin,New York,True,1,3.756331279945243,2021,3,1,False,False,0
40.0,83516.345,Finance,Texas,True,4,0.405201916495551,2024,8,3,False,True,0
35.0,80935.65,DevOps,California,False,4,0.4134154688569473,2024,7,3,False,False,0
30.0,107020.19,DevOps,California,False,4,0.8213552361396304,2024,3,1,False,False,0
30.0,118677.67,HR,New York,False,4,4.265571526351814,2020,9,3,False,False,0
25.0,63744.57,Cloud Tech,Florida,False,2,4.75564681724846,2020,3,1,False,False,1
40.0,86618.37,Cloud Tech,California,False,1,4.6242299794661195,2020,5,2,False,True,0
25.0,62934.73,Sales,New York,False,3,3.8740588637919235,2021,2,1,False,False,0
30.0,74654.23,DevOps,California,True,4,3.0444900752908968,2021,12,4,False,False,0
30.0,86850.37,Sales,Texas,True,2,0.3997262149212868,2024,8,3,True,True,0
30.0,118150.59,HR,New York,True,2,4.971937029431896,2020,1,1,False,False,0
32.5,91256.64,DevOps,Florida,False,2,1.08145106091718,2023,11,4,True,False,1
30.0,85997.57,HR,Florida,False,3,3.7946611909650922,2021,3,1,False,False,1
25.0,84707.12,Finance,Texas,False,4,4.232717316906228,2020,10,4,False,False,0
32.5,84559.9,DevOps,Texas,False,1,3.156741957563313,2021,11,4,True,False,0
32.5,81076.91,DevOps,California,False,1,0.2792607802874743,2024,9,3,True,False,0
40.0,87358.27,Admin,Texas,False,2,1.1882272416153319,2023,10,4,False,True,1
25.0,97356.31,Finance,Florida,True,3,1.3032169746748803,2023,9,3,False,False,0
40.0,114770.32,DevOps,Illinois,True,3,0.837782340862423,2024,2,1,False,False,0
35.0,109082.07,Admin,California,False,3,1.6591375770020533,2023,5,2,False,False,0
40.0,99944.57,DevOps,Florida,True,1,0.7063655030800822,2024,4,2,False,False,1
